transaction_id,customer_id,timestamp_str,category,amount,quantity,payment_method,city
TXN-1053509,5003,2025-05-10 09:26:10,Books,,7,PayPal,San Francisco
TXN-1053510,2875,2025-02-07 14:01:20,Books,1109.34,1,Credit Card,Berlin
TXN-1053511,9754,2025-01-26 10:48:50,Home & Kitchen,860.47,9,Debit Card,Sydney
TXN-1053512,9057,2025-07-11 11:45:34,Beauty,,7,UPI,New York
TXN-1053513,3346,2025-03-18 20:33:20,Sports,1450.57,1,Credit Card,Mumbai
TXN-1053514,8957,2025-08-02 04:43:09,Sports,1379.12,9,Credit Card,New York
TXN-1053515,3918,2025-03-17 10:17:25,Books,1208.75,8,UPI,Berlin
TXN-1053516,3271,2025-12-28 18:09:53,Clothing,207.94,8,PayPal,Mumbai
TXN-1053517,1710,2025-07-02 18:25:28,Sports,1432.2,3,PayPal,New York
TXN-1053518,8048,2025-11-09 15:11:23,Home & Kitchen,536.72,2,UPI,London
TXN-1053519,9037,2025-06-10 08:14:29,Sports,1427.79,7,Credit Card,New York
TXN-1053520,5404,2025-07-05 08:38:13,Sports,961.79,9,Debit Card,New York
TXN-1053521,2174,2025-05-03 14:06:46,Beauty,1468.04,8,Debit Card,London
TXN-1053522,8801,2025-07-31 16:24:09,Home & Kitchen,946.02,5,UPI,Mumbai
TXN-1053523,8294,2025-08-16 22:07:52,Books,607.39,2,Credit Card,San Francisco
TXN-1053524,5961,2025-01-28 08:32:19,Home & Kitchen,1351.87,,Debit Card,London
TXN-1053525,8493,2025-06-08 19:33:52,Books,613.61,6,Credit Card,Sydney
TXN-1053526,4328,2025-01-28 05:02:34,Sports,252.09,9,Debit Card,San Francisco
TXN-1053527,6047,2025-12-13 05:09:29,Books,871.79,3,UPI,Sydney
TXN-1053528,2699,2025-06-04 01:32:12,Home & Kitchen,1156.43,8,Debit Card,Berlin
TXN-1053529,5790,2025-12-24 13:02:41,Clothing,97.98,6,PayPal,Sydney
TXN-1053530,2998,2025-08-11 00:30:31,Beauty,1257.91,3,PayPal,London
TXN-1053531,1607,2025-06-03 14:06:47,Clothing,1157.09,4,Debit Card,New York
TXN-1053532,4585,2025-04-17 02:01:01,Beauty,710.61,9,Credit Card,San Francisco
TXN-1053533,9168,2025-08-01 17:24:32,Electronics,211.7,5,Debit Card,Berlin
TXN-1053534,3701,2025-11-11 14:29:03,Sports,1250.73,8,PayPal,New York
TXN-1053535,1856,2025-04-04 10:35:57,Electronics,707.25,8,UPI,San Francisco
TXN-1053536,3160,2025-08-11 00:47:12,Beauty,891.79,3,PayPal,Tokyo
TXN-1053537,3162,2025-08-23 11:32:53,Beauty,,8,PayPal,Berlin
TXN-1053538,3277,2025-03-03 02:31:22,Clothing,972.48,1,Credit Card,Tokyo
TXN-1053539,8558,2025-06-27 16:35:02,Sports,1432.54,7,UPI,Tokyo
TXN-1053540,5926,2025-11-06 15:55:33,Beauty,1089.48,9,Credit Card,Mumbai
TXN-1053541,2648,2025-03-05 23:43:16,Clothing,1482.24,5,Debit Card,Berlin
TXN-1053542,7694,2025-02-17 11:53:42,Clothing,1426.11,2,Credit Card,New York
TXN-1053543,6255,2025-04-01 04:38:48,Beauty,564.42,5,Credit Card,Tokyo
TXN-1053544,2122,2025-05-25 14:12:49,Home & Kitchen,13.45,9,Credit Card,Berlin
TXN-1053545,4252,2025-03-17 15:45:08,Beauty,1286.77,5,UPI,London
TXN-1053546,8170,2025-03-06 12:12:47,Home & Kitchen,542.75,,PayPal,Sydney
TXN-1053547,5233,2025-01-13 21:54:04,Electronics,31.93,5,Credit Card,Berlin
TXN-1053548,10121,2025-07-21 01:50:21,Electronics,99.41,2,UPI,New York
TXN-1053549,2222,2025-05-23 06:21:49,Electronics,680.75,,PayPal,Berlin
TXN-1053550,5274,2025-05-05 01:02:19,Home & Kitchen,184.64,1,Debit Card,Tokyo
TXN-1053551,10003,2025-02-26 15:41:38,Home & Kitchen,1189.65,7,UPI,Berlin
TXN-1053552,7451,2025-06-25 02:11:59,Books,400.47,7,PayPal,San Francisco
TXN-1053553,7192,2025-06-16 14:49:18,Sports,116.54,8,PayPal,New York
TXN-1053554,6321,2025-10-01 06:01:40,Sports,378.83,4,,London
TXN-1053555,5573,2025-01-18 10:49:27,Clothing,1483.88,4,Credit Card,Tokyo
TXN-1053556,5848,2025-02-07 04:12:33,Beauty,1148.22,1,Debit Card,London
TXN-1053557,7259,2025-06-21 14:36:53,Clothing,838.7,5,Credit Card,Sydney
TXN-1053558,4790,2025-06-08 07:23:21,Beauty,362.64,1,PayPal,Sydney
TXN-1053559,8251,2025-05-25 13:50:23,Electronics,989.67,4,Debit Card,London
TXN-1053560,6306,2025-03-22 16:19:08,Clothing,662.89,,Debit Card,Tokyo
TXN-1053561,1534,2025-07-26 12:29:52,Electronics,1301.49,2,UPI,Tokyo
TXN-1053562,8091,2025-11-17 23:47:59,Electronics,890.09,6,UPI,New York
TXN-1053563,7722,2025-07-09 21:03:33,Books,1059.96,3,Debit Card,Mumbai
TXN-1053564,4300,2025-09-29 14:11:40,Sports,1347.89,2,Credit Card,San Francisco
TXN-1053565,2753,2025-02-26 02:59:29,Sports,440.62,9,Credit Card,Tokyo
TXN-1053566,8597,2025-05-09 10:07:16,Sports,1265.01,3,,Tokyo
TXN-1053567,10163,2025-03-25 14:58:27,Books,805.89,3,UPI,Mumbai
TXN-1053568,1058,2025-12-25 21:35:31,Books,357.3,3,Debit Card,Tokyo
TXN-1053569,6664,2025-09-19 18:16:56,Sports,221.86,9,UPI,New York
TXN-1053570,9044,2025-12-11 17:38:08,Clothing,1451.97,8,Credit Card,Berlin
TXN-1053571,4752,2025-05-24 04:58:26,Books,1069.96,2,UPI,New York
TXN-1053572,2139,2025-11-10 21:25:09,Beauty,187.89,2,,Mumbai
TXN-1053573,9779,2025-11-04 17:13:59,Beauty,911.71,2,Debit Card,Sydney
TXN-1053574,1145,2025-12-28 05:12:32,Sports,810.01,6,Credit Card,Tokyo
TXN-1053575,8323,2025-11-25 07:59:25,Clothing,922.09,1,PayPal,Sydney
TXN-1053576,3099,2025-07-30 10:10:46,Sports,1188.71,3,,San Francisco
TXN-1053577,3462,2025-04-21 10:47:40,Books,657.7,1,Debit Card,New York
TXN-1053578,7126,2025-10-10 07:54:31,Beauty,918.06,6,PayPal,Tokyo
TXN-1053579,9849,2025-10-13 01:48:31,Books,1023.04,3,UPI,Mumbai
TXN-1053580,8058,2025-05-30 01:23:06,Home & Kitchen,951.53,6,PayPal,Sydney
TXN-1053581,7754,2025-10-25 23:22:59,Sports,143.93,7,Debit Card,Sydney
TXN-1053582,9935,2025-01-27 00:55:42,Beauty,18.7,4,UPI,Sydney
TXN-1053583,8370,2025-09-10 19:52:16,Books,732.94,8,,Berlin
TXN-1053584,2539,2025-09-09 14:57:46,Electronics,35.58,,UPI,Sydney
TXN-1053585,7153,2025-12-17 10:36:42,Clothing,976.29,3,Debit Card,Tokyo
TXN-1053586,1166,2025-01-03 05:07:45,Sports,479.17,3,PayPal,Sydney
TXN-1053587,8532,2025-05-14 18:24:46,Books,160.74,6,Credit Card,Tokyo
TXN-1053588,3041,2025-01-18 11:34:14,Home & Kitchen,22.16,2,Debit Card,Mumbai
TXN-1053589,5799,2025-06-27 18:23:06,Sports,1369.26,7,Credit Card,Tokyo
TXN-1053590,7375,2025-05-28 15:30:59,Books,1139.78,8,Debit Card,Tokyo
TXN-1053591,9391,2025-08-11 16:25:51,Sports,586.06,4,UPI,Berlin
TXN-1053592,5309,2025-12-26 21:02:47,Home & Kitchen,354.86,1,PayPal,Mumbai
TXN-1053593,7544,2025-05-13 00:00:14,Beauty,1377.22,5,Debit Card,San Francisco
TXN-1053594,2081,2025-08-27 11:27:37,Home & Kitchen,1260.65,,Credit Card,London
TXN-1053595,7446,2025-12-25 19:38:56,Sports,1435.87,2,PayPal,Mumbai
TXN-1053596,5777,2025-02-21 10:51:49,Books,593.02,7,PayPal,Mumbai
TXN-1053597,9661,2025-06-23 13:21:59,Clothing,1330.34,9,UPI,San Francisco
TXN-1053598,5520,2025-05-18 19:52:07,Home & Kitchen,1393.68,3,PayPal,Berlin
TXN-1053599,5670,2025-03-01 00:21:54,Books,1454.94,3,Debit Card,New York
TXN-1053600,7530,2025-11-14 01:06:32,Books,153.63,1,Credit Card,Berlin
TXN-1053601,3198,2025-07-31 00:32:13,Home & Kitchen,1168.14,9,Credit Card,Sydney
TXN-1053602,3174,2025-09-19 01:55:14,Electronics,790.71,3,PayPal,San Francisco
TXN-1053603,5349,2025-11-05 17:07:35,Books,318.56,,PayPal,New York
TXN-1053604,3598,2025-08-13 23:30:57,Beauty,1185.59,8,UPI,Berlin
TXN-1053605,9456,2025-11-04 14:01:24,Clothing,1453.4,6,PayPal,London
TXN-1053606,7609,2025-09-10 18:02:44,Electronics,,9,Credit Card,Tokyo
TXN-1053607,6459,2025-06-19 14:06:49,Beauty,764.56,5,Credit Card,Sydney
TXN-1053608,3904,2025-09-01 12:14:48,Home & Kitchen,924.0,7,PayPal,New York
TXN-1053609,8529,2025-04-09 14:14:16,Electronics,48.1,8,UPI,Sydney
TXN-1053610,5762,2025-02-28 09:48:46,Clothing,1158.69,6,UPI,New York
TXN-1053611,6218,2025-11-19 18:30:50,Clothing,116.06,6,Credit Card,Berlin
TXN-1053612,3439,2025-02-07 05:58:38,Sports,700.48,3,Credit Card,Berlin
TXN-1053613,6236,2025-03-08 19:27:58,Books,,2,PayPal,Mumbai
TXN-1053614,4160,2025-09-05 11:30:09,Beauty,813.72,8,Credit Card,London
TXN-1053615,6544,2025-02-27 08:24:28,Books,675.1,3,PayPal,New York
TXN-1053616,7017,2025-04-23 11:02:23,Electronics,954.79,5,Credit Card,Berlin
TXN-1053617,6411,2025-11-14 23:23:17,Home & Kitchen,278.55,6,PayPal,Sydney
TXN-1053618,10206,2025-03-13 20:07:00,Books,509.56,7,Credit Card,Tokyo
TXN-1053619,2677,2025-03-06 02:20:06,Sports,641.66,5,PayPal,New York
TXN-1053620,6766,2025-04-06 00:28:26,Sports,1362.91,4,Credit Card,San Francisco
TXN-1053621,5783,2025-09-29 13:11:59,Home & Kitchen,1325.94,7,UPI,Berlin
TXN-1053622,4834,2025-10-25 19:12:44,Books,206.29,3,,London
TXN-1053623,9832,2025-11-28 14:33:52,Home & Kitchen,191.19,8,Credit Card,Sydney
TXN-1053624,9955,2025-06-27 06:44:26,Beauty,980.94,7,Debit Card,Tokyo
TXN-1053625,5166,2025-04-06 10:53:19,Beauty,830.3,9,Debit Card,Mumbai
TXN-1053626,4482,2025-09-07 13:50:58,Books,764.08,2,PayPal,Tokyo
TXN-1053627,5714,2025-02-19 12:32:35,Home & Kitchen,808.75,7,PayPal,Sydney
TXN-1053628,9154,2025-06-17 14:37:04,Sports,978.45,8,Debit Card,Berlin
TXN-1053629,7045,2025-01-22 14:21:46,Books,800.85,4,PayPal,Sydney
TXN-1053630,7282,2025-01-03 22:18:38,Home & Kitchen,759.83,1,Credit Card,San Francisco
TXN-1053631,6920,2025-04-12 18:23:04,Clothing,1013.01,9,,San Francisco
TXN-1053632,4708,2025-09-23 08:26:33,Clothing,1082.65,9,Debit Card,London
TXN-1053633,4737,2025-12-09 08:55:47,Home & Kitchen,666.63,3,Credit Card,New York
TXN-1053634,1350,2025-04-17 05:48:09,Clothing,1234.93,5,UPI,Mumbai
TXN-1053635,4483,2025-05-27 15:57:59,Clothing,275.3,8,UPI,New York
TXN-1053636,10405,2025-02-08 19:26:16,Electronics,484.68,9,Credit Card,Sydney
TXN-1053637,7061,2025-03-27 13:31:36,Clothing,364.77,6,PayPal,Sydney
TXN-1053638,8388,2025-02-22 16:43:24,Clothing,102.18,7,,Sydney
TXN-1053639,7532,2025-10-12 08:54:46,Home & Kitchen,513.63,7,Debit Card,Berlin
TXN-1053640,5101,2025-04-29 23:14:21,Beauty,410.96,3,PayPal,Sydney
TXN-1053641,5215,2025-03-19 06:03:27,Beauty,1386.98,8,,Sydney
TXN-1053642,6147,2025-02-19 20:26:09,Sports,1227.42,1,PayPal,Berlin
TXN-1053643,10265,2025-06-16 18:26:47,Books,840.63,6,Credit Card,New York
TXN-1053644,1455,2025-08-21 05:58:01,Clothing,175.45,6,Debit Card,Berlin
TXN-1053645,4555,2025-10-23 12:24:27,Home & Kitchen,1184.5,6,Credit Card,Mumbai
TXN-1053646,9416,2025-07-30 13:38:03,Sports,493.47,4,UPI,Mumbai
TXN-1053647,5517,2025-07-15 14:34:45,Beauty,1475.5,8,Debit Card,Tokyo
TXN-1053648,4257,2025-04-30 22:20:01,Home & Kitchen,1223.68,9,,Berlin
TXN-1053649,9840,2025-02-04 09:02:51,Clothing,546.57,1,PayPal,Mumbai
TXN-1053650,8905,2025-06-25 11:15:31,Sports,,8,PayPal,Mumbai
TXN-1053651,3681,2025-10-19 04:31:15,Electronics,251.39,,UPI,London
TXN-1053652,3709,2025-01-26 18:46:16,Electronics,296.38,8,PayPal,Tokyo
TXN-1053653,5773,2025-01-14 06:45:42,Clothing,1344.37,4,PayPal,London
TXN-1053654,8856,2025-01-17 12:38:33,Clothing,1490.43,3,PayPal,San Francisco
TXN-1053655,4253,2025-07-27 11:55:10,Sports,1192.51,9,UPI,Mumbai
TXN-1053656,5515,2025-07-13 14:53:55,Books,,2,Debit Card,Berlin
TXN-1053657,5553,2025-08-14 03:54:39,Sports,1166.71,7,Debit Card,New York
TXN-1053658,5478,2025-05-18 14:23:48,Sports,146.94,9,PayPal,Sydney
TXN-1053659,10428,2025-11-18 04:12:18,Beauty,1081.5,8,UPI,Berlin
TXN-1053660,7748,2025-08-13 08:07:47,Home & Kitchen,71.51,3,Credit Card,San Francisco
TXN-1053661,2690,2025-01-25 07:39:08,Sports,44.87,6,Debit Card,Sydney
TXN-1053662,7409,2025-05-11 16:22:44,Home & Kitchen,1218.95,6,Credit Card,Tokyo
TXN-1053663,9186,2025-10-18 15:28:52,Beauty,295.2,1,Debit Card,San Francisco
TXN-1053664,4228,2025-10-16 14:23:37,Home & Kitchen,1305.56,3,Credit Card,Sydney
TXN-1053665,4363,2025-02-18 18:46:41,Electronics,1263.76,8,Debit Card,New York
TXN-1053666,2540,2025-08-27 23:31:19,Electronics,,4,Credit Card,New York
TXN-1053667,7769,2025-10-20 03:30:24,Home & Kitchen,434.44,9,PayPal,Berlin
TXN-1053668,3061,2025-09-21 18:35:15,Sports,1376.11,3,PayPal,Tokyo
TXN-1053669,4839,2025-11-23 00:39:55,Clothing,1269.05,2,Credit Card,San Francisco
TXN-1053670,6205,2025-09-08 20:32:32,Beauty,1093.16,1,UPI,Mumbai
TXN-1053671,5199,2025-06-16 10:18:13,Electronics,59.35,7,UPI,Mumbai
TXN-1053672,6512,2025-07-25 12:50:43,Beauty,1317.39,2,Credit Card,New York
TXN-1053673,9811,2025-08-21 07:59:59,Books,840.3,3,Debit Card,Sydney
TXN-1053674,2227,2025-08-29 10:55:22,Clothing,1450.62,1,Credit Card,Berlin
TXN-1053675,1202,2025-05-05 19:24:45,Electronics,130.25,3,Debit Card,San Francisco
TXN-1053676,8298,2025-07-26 08:08:45,Electronics,278.14,9,Credit Card,San Francisco
TXN-1053677,7351,2025-06-05 08:24:23,Clothing,577.6,6,UPI,London
TXN-1053678,9459,2025-05-17 19:14:56,Electronics,911.35,3,UPI,Mumbai
TXN-1053679,2309,2025-12-04 07:49:48,Books,1110.39,8,,Mumbai
TXN-1053680,2605,2025-02-16 00:34:22,Books,,4,Debit Card,Tokyo
TXN-1053681,7338,2025-12-06 03:29:06,Clothing,745.11,7,Debit Card,Tokyo
TXN-1053682,10070,2025-06-02 04:12:43,Sports,1288.38,1,Debit Card,San Francisco
TXN-1053683,9454,2025-10-03 10:46:41,Sports,1297.82,5,PayPal,London
TXN-1053684,7126,2025-07-13 14:31:36,Books,1419.99,4,UPI,Mumbai
TXN-1053685,1853,2025-09-06 12:25:39,Beauty,1136.36,5,Credit Card,San Francisco
TXN-1053686,8003,2025-05-12 16:03:35,Electronics,400.76,8,Debit Card,Mumbai
TXN-1053687,1551,2025-02-14 00:38:39,Beauty,809.69,2,Credit Card,New York
TXN-1053688,4786,2025-04-23 22:01:30,Electronics,66.39,7,UPI,Mumbai
TXN-1053689,9591,2025-03-25 03:42:07,Electronics,,3,UPI,New York
TXN-1053690,6414,2025-09-24 16:56:49,Sports,462.46,2,Debit Card,Mumbai
TXN-1053691,5300,2025-08-01 21:11:56,Clothing,136.61,5,Credit Card,Sydney
TXN-1053692,2804,2025-01-23 11:09:09,Beauty,1203.8,1,Debit Card,Mumbai
TXN-1053693,9068,2025-06-27 04:41:39,Clothing,1376.62,2,,New York
TXN-1053694,9003,2025-05-23 21:33:34,Books,1408.47,1,,Mumbai
TXN-1053695,3037,2025-06-06 02:05:59,Sports,1246.59,1,Credit Card,Mumbai
TXN-1053696,3542,2025-03-07 13:44:47,Books,1141.67,7,UPI,Sydney
TXN-1053697,8137,2025-01-04 23:04:39,Home & Kitchen,712.23,3,Credit Card,London
TXN-1053698,5925,2025-01-21 13:19:20,Home & Kitchen,550.28,8,Debit Card,San Francisco
TXN-1053699,2455,2025-10-27 12:31:24,Sports,514.29,6,Debit Card,Mumbai
TXN-1053700,10357,2025-12-21 17:40:17,Clothing,1144.91,2,,New York
TXN-1053701,1439,2025-10-13 07:09:13,Clothing,1404.61,1,UPI,Tokyo
TXN-1053702,8522,2025-02-19 09:41:57,Sports,134.64,8,UPI,Berlin
TXN-1053703,1760,2025-05-28 13:01:35,Electronics,593.24,3,PayPal,Mumbai
TXN-1053704,2903,2025-12-31 23:06:18,Books,484.46,8,Credit Card,London
TXN-1053705,4294,2025-07-14 07:10:01,Home & Kitchen,1103.46,9,Credit Card,London
TXN-1053706,1045,2025-08-04 09:04:07,Books,691.58,,UPI,London
TXN-1053707,8193,2025-07-06 15:33:06,Sports,478.89,8,PayPal,London
TXN-1053708,6055,2025-05-15 08:09:31,Books,1224.43,2,UPI,New York
TXN-1053709,6950,2025-01-08 09:22:52,Sports,928.51,3,Debit Card,Berlin
TXN-1053710,4064,2025-10-02 11:40:01,Beauty,360.97,8,Credit Card,Tokyo
TXN-1053711,10242,2025-05-20 18:35:32,Electronics,407.17,4,PayPal,Berlin
TXN-1053712,5953,2025-02-09 23:03:56,Sports,489.46,4,,New York
TXN-1053713,7146,2025-12-29 11:12:00,Books,,3,UPI,Sydney
TXN-1053714,1713,2025-07-02 19:46:16,Home & Kitchen,36.19,7,Credit Card,Tokyo
TXN-1053715,5284,2025-08-03 20:15:04,Electronics,885.24,7,,Sydney
TXN-1053716,2797,2025-04-01 04:51:54,Books,278.78,1,PayPal,San Francisco
TXN-1053717,8266,2025-01-14 07:18:44,Clothing,387.93,6,,New York
TXN-1053718,9423,2025-02-20 17:44:03,Clothing,,2,Debit Card,Berlin
TXN-1053719,2182,2025-05-12 05:32:36,Beauty,193.91,9,Credit Card,Mumbai
TXN-1053720,6063,2025-06-21 21:53:36,Sports,127.11,1,Debit Card,New York
TXN-1053721,7125,2025-01-15 13:17:47,Books,987.87,6,Debit Card,Sydney
TXN-1053722,4642,2025-11-28 00:43:25,Clothing,894.0,1,Debit Card,Mumbai
TXN-1053723,7338,2025-07-21 12:26:04,Books,1173.66,6,PayPal,San Francisco
TXN-1053724,3698,2025-10-03 15:24:21,Electronics,563.54,5,,Sydney
TXN-1053725,4533,2025-08-13 05:41:51,Sports,560.65,4,PayPal,Sydney
TXN-1053726,4211,2025-08-14 18:07:17,Beauty,1372.46,8,PayPal,New York
TXN-1053727,9875,2025-06-12 00:10:33,Beauty,540.47,3,PayPal,San Francisco
TXN-1053728,6477,2025-10-14 00:26:51,Sports,145.13,7,Credit Card,Tokyo
TXN-1053729,8449,2025-11-12 19:34:34,Electronics,561.81,8,,London
TXN-1053730,6357,2025-05-07 05:34:16,Beauty,99.33,8,Credit Card,New York
TXN-1053731,5697,2025-12-08 01:54:36,Home & Kitchen,1438.68,1,Debit Card,Berlin
TXN-1053732,1513,2025-11-10 09:50:20,Books,817.98,5,Credit Card,Sydney
TXN-1053733,9617,2025-04-01 00:55:25,Books,643.35,9,Credit Card,San Francisco
TXN-1053734,7626,2025-07-16 21:02:42,Sports,350.38,,UPI,Mumbai
TXN-1053735,5033,2025-08-19 00:47:20,Sports,391.4,1,Credit Card,Berlin
TXN-1053736,8355,2025-12-10 02:56:52,Sports,131.67,6,Credit Card,New York
TXN-1053737,2466,2025-12-10 15:34:56,Books,936.33,4,Credit Card,San Francisco
TXN-1053738,5710,2025-05-25 11:24:05,Books,1181.2,3,Debit Card,Sydney
TXN-1053739,8334,2025-10-14 02:48:24,Clothing,192.34,2,UPI,Tokyo
TXN-1053740,5109,2025-12-20 18:30:43,Sports,114.34,4,UPI,Sydney
TXN-1053741,1716,2025-07-20 20:03:05,Beauty,1313.96,9,Debit Card,London
TXN-1053742,1876,2025-10-05 17:45:59,Beauty,561.27,,Credit Card,New York
TXN-1053743,1631,2025-09-17 09:50:01,Books,545.48,6,Credit Card,San Francisco
TXN-1053744,8789,2025-12-31 14:01:25,Clothing,1383.4,9,PayPal,Mumbai
TXN-1053745,1362,2025-02-04 12:03:26,Clothing,1460.83,7,Debit Card,Mumbai
TXN-1053746,1178,2025-10-07 08:38:47,Clothing,835.56,4,,Sydney
TXN-1053747,7507,2025-03-04 22:28:19,Sports,1406.68,,UPI,Tokyo
TXN-1053748,7788,2025-08-17 23:09:29,Sports,857.05,1,Credit Card,Tokyo
TXN-1053749,1506,2025-01-05 22:12:57,Electronics,1422.3,,UPI,Sydney
TXN-1053750,1358,2025-05-25 21:20:32,Electronics,1306.85,,PayPal,Tokyo
TXN-1053751,4829,2025-04-23 16:18:22,Beauty,1248.77,5,,London
TXN-1053752,2419,2025-04-18 23:41:06,Sports,320.62,8,PayPal,Berlin
TXN-1053753,3840,2025-12-19 22:48:09,Books,172.37,5,UPI,New York
TXN-1053754,2357,2025-09-21 23:16:07,Beauty,257.56,1,Debit Card,San Francisco
TXN-1053755,5655,2025-09-10 04:08:29,Books,113.25,7,PayPal,New York
TXN-1053756,9946,2025-09-07 00:13:23,Books,1163.0,3,PayPal,London
TXN-1053757,9907,2025-05-24 11:04:21,Sports,1386.1,,Credit Card,Mumbai
TXN-1053758,6236,2025-06-29 21:49:53,Beauty,595.5,9,Debit Card,San Francisco
TXN-1053759,7397,2025-03-24 23:14:49,Sports,1261.97,8,UPI,Tokyo
TXN-1053760,5421,2025-09-20 20:54:17,Clothing,1267.92,7,PayPal,London
TXN-1053761,3662,2025-12-11 21:12:48,Books,1106.54,5,UPI,Berlin
TXN-1053762,6730,2025-04-10 05:07:53,Clothing,1214.53,7,Credit Card,Tokyo
TXN-1053763,8202,2025-08-18 08:14:44,Clothing,,5,Debit Card,San Francisco
TXN-1053764,9892,2025-04-25 06:08:41,Clothing,127.72,9,Credit Card,San Francisco
TXN-1053765,4488,2025-05-15 00:59:35,Sports,1053.85,7,Debit Card,New York
TXN-1053766,3404,2025-09-30 16:40:18,Beauty,1410.31,3,Credit Card,Sydney
TXN-1053767,8221,2025-08-05 15:43:59,Clothing,1107.17,8,Debit Card,New York
TXN-1053768,3896,2025-06-17 17:02:20,Home & Kitchen,813.95,8,Credit Card,Sydney
TXN-1053769,7644,2025-05-07 19:39:47,Beauty,594.46,6,Credit Card,Tokyo
TXN-1053770,9237,2025-11-19 08:33:17,Home & Kitchen,693.89,1,Debit Card,San Francisco
TXN-1053771,8955,2025-11-03 15:54:56,Electronics,569.25,8,UPI,Berlin
TXN-1053772,6806,2025-03-15 02:31:32,Home & Kitchen,482.46,3,Debit Card,Berlin
TXN-1053773,3482,2025-06-17 17:53:29,Beauty,1451.1,6,PayPal,Tokyo
TXN-1053774,5687,2025-05-10 15:01:38,Electronics,59.55,1,Debit Card,Sydney
TXN-1053775,5954,2025-02-27 11:06:17,Books,281.69,2,Debit Card,Berlin
TXN-1053776,5741,2025-02-05 05:07:59,Electronics,22.41,6,UPI,New York
TXN-1053777,2069,2025-07-21 04:18:43,Electronics,906.64,2,Debit Card,New York
TXN-1053778,1167,2025-05-25 15:33:57,Electronics,1347.46,3,Credit Card,Tokyo
TXN-1053779,2773,2025-09-22 02:39:04,Books,998.62,3,UPI,London
TXN-1053780,7627,2025-07-14 16:49:47,Clothing,1000.01,6,Debit Card,London
TXN-1053781,3445,2025-12-08 02:47:03,Home & Kitchen,1148.72,4,PayPal,Mumbai
TXN-1053782,5805,2025-12-16 18:01:45,Home & Kitchen,1009.81,2,Debit Card,San Francisco
TXN-1053783,3102,2025-12-16 09:37:17,Beauty,1229.04,5,Credit Card,Mumbai
TXN-1053784,2381,2025-11-14 11:49:13,Books,1099.68,7,UPI,Tokyo
TXN-1053785,3894,2025-05-15 14:16:40,Clothing,443.45,9,PayPal,Tokyo
TXN-1053786,6792,2025-02-24 08:20:03,Books,355.07,1,UPI,San Francisco
TXN-1053787,8157,2025-11-30 01:00:34,Clothing,315.61,6,PayPal,London
TXN-1053788,1208,2025-01-15 16:34:01,Home & Kitchen,339.83,9,UPI,San Francisco
TXN-1053789,7411,2025-09-04 20:48:05,Clothing,1015.02,4,UPI,San Francisco
TXN-1053790,8409,2025-01-18 19:07:10,Clothing,252.24,7,,Sydney
TXN-1053791,7132,2025-02-19 19:13:16,Beauty,571.6,2,Credit Card,New York
TXN-1053792,8136,2025-09-20 10:07:06,Beauty,344.25,1,UPI,Sydney
TXN-1053793,4027,2025-12-12 00:39:45,Sports,771.09,9,PayPal,Tokyo
TXN-1053794,5221,2025-05-24 12:01:36,Books,980.82,3,Credit Card,New York
TXN-1053795,2558,2025-05-10 23:38:16,Beauty,68.37,4,,Sydney
TXN-1053796,3028,2025-06-13 04:24:29,Sports,676.6,2,Debit Card,Tokyo
TXN-1053797,4386,2025-01-22 00:28:03,Clothing,706.66,3,Debit Card,New York
TXN-1053798,10002,2025-05-04 05:32:53,Books,540.73,5,UPI,Sydney
TXN-1053799,4784,2025-05-30 04:12:42,Books,1044.45,3,PayPal,New York
TXN-1053800,7574,2025-05-04 15:00:05,Home & Kitchen,252.8,4,Debit Card,New York
TXN-1053801,3991,2025-01-21 09:37:12,Electronics,576.18,1,Credit Card,San Francisco
TXN-1053802,1860,2025-12-20 03:34:41,Home & Kitchen,1099.98,1,PayPal,Sydney
TXN-1053803,2677,2025-05-19 22:35:11,Clothing,204.79,,,London
TXN-1053804,3390,2025-05-25 01:07:59,Books,1215.71,2,UPI,New York
TXN-1053805,2348,2025-05-08 00:46:11,Electronics,781.83,7,PayPal,Tokyo
TXN-1053806,1058,2025-10-09 15:05:50,Sports,1453.07,8,UPI,Tokyo
TXN-1053807,10052,2025-11-20 19:02:56,Sports,1413.07,7,Credit Card,Mumbai
TXN-1053808,9838,2025-12-20 14:48:45,Home & Kitchen,115.28,8,PayPal,Sydney
TXN-1053809,2061,2025-03-30 21:00:33,Clothing,447.53,1,Credit Card,Sydney
TXN-1053810,3502,2025-06-16 01:24:49,Books,469.46,,PayPal,Sydney
TXN-1053811,9897,2025-01-03 02:02:20,Books,604.09,4,Debit Card,New York
TXN-1053812,8480,2025-12-12 02:24:49,Clothing,33.96,2,Credit Card,Sydney
TXN-1053813,4729,2025-01-13 19:56:54,Home & Kitchen,386.89,1,UPI,Tokyo
TXN-1053814,4707,2025-07-17 16:10:36,Electronics,968.75,6,UPI,New York
TXN-1053815,4601,2025-10-16 15:18:43,Sports,185.03,4,Debit Card,London
TXN-1053816,6990,2025-10-21 11:15:51,Home & Kitchen,118.36,3,,Mumbai
TXN-1053817,7690,2025-04-07 20:35:57,Home & Kitchen,1198.87,8,Debit Card,Sydney
TXN-1053818,7270,2025-11-05 02:22:19,Home & Kitchen,929.17,3,Credit Card,Berlin
